HSISID,SCORE,TYPE,INSPECTOR,date,RESTAURANTOPENDATE
04092018305,98,Inspection,Loc Nguyen,2020-10-02,2020-01-27
04092017552,100,Inspection,Pamela Scott,2017-03-10,2017-03-03
04092017552,98,Inspection,Pamela Scott,2017-10-03,2017-03-03
04092017552,99,Inspection,Shakera Robbins,2018-06-05,2017-03-03
04092017552,95,Inspection,Lauren Harden,2018-11-30,2017-03-03
04092017552,98.5,Inspection,Lauren Harden,2019-05-03,2017-03-03
04092017552,97.5,Inspection,Lauren Harden,2019-12-18,2017-03-03
04092017552,92,Inspection,Lauren Harden,2020-05-26,2017-03-03
04092017551,99,Inspection,David Adcock,2017-04-06,2017-03-13
04092017551,95.5,Inspection,David Adcock,2017-08-17,2017-03-13
04092017551,97.5,Inspection,David Adcock,2017-11-20,2017-03-13
04092017551,97,Inspection,David Adcock,2018-02-27,2017-03-13
04092017551,98,Inspection,John Wulffert,2018-07-18,2017-03-13
04092017551,98,Inspection,John Wulffert,2018-10-17,2017-03-13
04092017551,99.5,Inspection,John Wulffert,2019-03-04,2017-03-13
04092017551,99.5,Inspection,John Wulffert,2019-06-14,2017-03-13
04092017551,97,Inspection,Ginger Johnson,2019-09-26,2017-03-13
04092017551,99,Inspection,Ginger Johnson,2019-12-02,2017-03-13
04092017551,99.5,Inspection,Ginger Johnson,2020-04-14,2017-03-13
04092015966,96.5,Inspection,Jennifer Edwards,2013-09-06,2011-05-27
04092015966,94.5,Inspection,Jennifer Edwards,2014-03-07,2011-05-27
04092015966,92.5,Inspection,Jennifer Edwards,2014-08-18,2011-05-27
04092015966,97.5,Inspection,Caroline Suggs,2013-03-08,2011-05-27
04092015966,97.5,Inspection,Jennifer Edwards,2015-03-09,2011-05-27
04092015966,95,Inspection,Jennifer Edwards,2015-08-20,2011-05-27
04092015966,97.5,Inspection,Jennifer Edwards,2016-01-28,2011-05-27
04092015966,96,Inspection,Laura McNeill,2016-08-04,2011-05-27
04092015966,92,Inspection,Laura McNeill,2017-01-19,2011-05-27
04092015966,96,Inspection,Caroline Suggs,2017-08-14,2011-05-27
04092015966,96,Inspection,Caroline Suggs,2018-01-29,2011-05-27
04092015966,97,Inspection,Lisa McCoy,2018-08-02,2011-05-27
04092015966,95,Inspection,Laura McNeill,2019-02-11,2011-05-27
04092015966,96.5,Inspection,Nicole Bailey,2019-05-21,2011-05-27
04092015966,99,Inspection,Nicole Bailey,2019-08-22,2011-05-27
04092015966,98,Inspection,Nicole Bailey,2019-11-22,2011-05-27
04092015966,97.5,Inspection,Nicole Bailey,2020-02-25,2011-05-27
04092015966,98.5,Inspection,Nicole Bailey,2020-05-14,2011-05-27
04092015966,98.5,Inspection,Nicole Bailey,2020-08-07,2011-05-27
04092015947,96.5,Inspection,David Adcock,2013-07-02,2011-04-25
04092015947,93.5,Inspection,David Adcock,2014-07-21,2011-04-25
04092015947,94.5,Inspection,Laura McNeill,2015-07-15,2011-04-25
04092015947,95,Inspection,Laura McNeill,2016-04-27,2011-04-25
04092015947,95,Inspection,Caroline Suggs,2016-11-21,2011-04-25
04092015947,93.5,Inspection,Angela Myers,2017-09-22,2011-04-25
04092015947,90,Inspection,Angela Myers,2018-04-12,2011-04-25
04092015947,96,Inspection,Melodee Johnson,2019-02-05,2011-04-25
04092015947,90,Inspection,Joanne Rutkofske,2019-12-16,2011-04-25
04092015947,91,Inspection,Joanne Rutkofske,2020-04-14,2011-04-25
04092015947,91,Inspection,Joanne Rutkofske,2020-10-12,2011-04-25
04092016150,97,Inspection,James Smith,2012-10-11,2012-05-04
04092016150,97.5,Inspection,James Smith,2013-03-27,2012-05-04
04092016150,97,Inspection,Angela Myers,2013-12-18,2012-05-04
04092016150,96.5,Inspection,Angela Myers,2014-05-01,2012-05-04
04092016150,95,Inspection,Angela Myers,2014-09-05,2012-05-04
04092016150,92,Inspection,Angela Myers,2015-07-07,2012-05-04
04092016150,95.5,Inspection,Angela Myers,2016-02-19,2012-05-04
04092016150,96.5,Inspection,Daryl Beasley,2017-01-05,2012-05-04
04092016150,97.5,Inspection,Brittny Thomas,2017-10-10,2012-05-04
04092016150,95,Inspection,Brittny Thomas,2018-05-18,2012-05-04
04092016150,99,Inspection,Brittny Thomas,2018-11-28,2012-05-04
04092016150,95,Inspection,Brittny Thomas,2019-06-04,2012-05-04
04092016150,96,Inspection,Brittny Thomas,2019-10-18,2012-05-04
04092016150,95.5,Inspection,Ursula Gadomski,2020-08-11,2012-05-04
04092018229,97,Inspection,Patricia Sabby,2020-09-23,2019-11-14
04092017306,95.5,Inspection,James Smith,2016-12-29,2016-09-02
04092017306,96,Inspection,Johanna Hill,2017-08-11,2016-09-02
04092017306,90,Inspection,Jordan Jernigan,2018-05-24,2016-09-02
04092017306,95.5,Inspection,Melodee Johnson,2018-11-15,2016-09-02
04092017306,93.5,Inspection,Melodee Johnson,2019-06-12,2016-09-02
04092017306,95,Inspection,Melodee Johnson,2019-10-16,2016-09-02
04092017306,94.5,Inspection,Melodee Johnson,2020-01-28,2016-09-02
04092017306,97.5,Inspection,Zachary Carter,2020-06-02,2016-09-02
04092017306,98,Inspection,Melodee Johnson,2020-10-05,2016-09-02
04092017983,95,Inspection,Thomas Jumalon,2018-12-21,2018-11-26
04092017983,94,Inspection,Thomas Jumalon,2019-04-30,2018-11-26
04092017983,93.5,Inspection,Laura McNeill,2020-06-25,2018-11-26
04092018345,99,Inspection,Angela Myers,2020-05-11,2020-04-08
04092018345,100,Inspection,Angela Myers,2020-08-24,2020-04-08
04092018233,98.5,Inspection,Jackson Hooton,2019-12-11,2019-11-15
04092018233,97,Inspection,Jackson Hooton,2020-06-03,2019-11-15
04092018194,98,Inspection,Naterra McQueen,2019-11-14,2019-10-08
04092018194,98,Inspection,Naterra McQueen,2020-05-01,2019-10-08
04092018199,99,Inspection,Melodee Johnson,2019-11-15,2019-10-14
04092018199,98,Inspection,Jason Dunn,2020-07-01,2019-10-14
04092018397,97.5,Inspection,Christy Klaus,2020-07-14,2020-07-08
04092018042,97.5,Inspection,Melodee Johnson,2019-02-21,2019-01-25
04092018042,99,Inspection,Melodee Johnson,2019-06-20,2019-01-25
04092018042,99.5,Inspection,Melodee Johnson,2019-11-14,2019-01-25
04092018042,98.5,Inspection,Melodee Johnson,2020-10-08,2019-01-25
04092018034,96.5,Inspection,Nicole Bailey,2019-02-28,2019-01-23
04092018034,98,Inspection,Nicole Bailey,2019-07-24,2019-01-23
04092018034,97,Inspection,Nicole Bailey,2019-12-03,2019-01-23
04092018034,99.5,Inspection,Nicole Bailey,2020-04-02,2019-01-23
04092018034,98,Inspection,Nicole Bailey,2020-08-04,2019-01-23
04092018038,99.5,Inspection,Brittny Thomas,2019-02-05,2019-01-24
04092018038,99,Inspection,Brittny Thomas,2019-09-18,2019-01-24
04092018038,98,Inspection,Ursula Gadomski,2020-08-07,2019-01-24
04092018138,96.5,Inspection,Lisa McCoy,2019-08-14,2019-07-18
04092018138,99,Inspection,Zachary Carter,2020-01-23,2019-07-18
04092018138,99.5,Inspection,Zachary Carter,2020-09-10,2019-07-18
04092017797,95,Inspection,Brittny Thomas,2018-04-24,2018-02-06
04092017797,96.5,Inspection,Brittny Thomas,2018-11-14,2018-02-06
04092017797,95.5,Inspection,Brittny Thomas,2019-06-17,2018-02-06
04092017797,95.5,Inspection,Brittny Thomas,2019-10-28,2018-02-06
04092017797,96,Inspection,Ursula Gadomski,2020-08-21,2018-02-06
04092016210,95,Inspection,Anne-Kathrin Bartoli,2012-10-24,2012-06-25
04092016210,97.5,Inspection,Lisa McCoy,2013-01-02,2012-06-25
04092016210,98.5,Inspection,Anne-Kathrin Bartoli,2013-04-16,2012-06-25
04092016210,91.5,Inspection,Caroline Suggs,2013-10-21,2012-06-25
04092016210,85.5,Inspection,Caroline Suggs,2014-04-30,2012-06-25
04092016210,90,Re-Inspection,Caroline Suggs,2014-07-14,2012-06-25
04092016210,96,Inspection,Caroline Suggs,2015-04-14,2012-06-25
04092016210,94,Inspection,Jennifer Edwards,2015-10-08,2012-06-25
04092016210,94.5,Inspection,Jennifer Edwards,2016-02-23,2012-06-25
04092016210,96,Inspection,Jennifer Edwards,2016-08-23,2012-06-25
04092016210,97,Inspection,Anne-Kathrin Bartoli,2017-06-05,2012-06-25
04092016210,94.5,Inspection,Laura McNeill,2017-11-14,2012-06-25
04092016210,90,Inspection,Laura McNeill,2018-03-26,2012-06-25
04092016210,95,Inspection,Joanne Rutkofske,2018-12-10,2012-06-25
04092016210,95,Inspection,Joanne Rutkofske,2019-04-10,2012-06-25
04092016210,97.5,Inspection,Nicole Bailey,2019-09-03,2012-06-25
04092016210,98.5,Inspection,Nicole Bailey,2019-12-31,2012-06-25
04092016210,98.5,Inspection,Nicole Bailey,2020-05-08,2012-06-25
04092016210,94.5,Inspection,Nicole Bailey,2020-09-01,2012-06-25
04092018040,96.5,Inspection,Lauren Harden,2019-02-25,2019-01-18
04092018040,96.5,Inspection,Lauren Harden,2019-10-14,2019-01-18
04092018040,96,Inspection,Lauren Harden,2020-03-05,2019-01-18
04092018040,94,Inspection,Lauren Harden,2020-07-22,2019-01-18
04092018156,99,Inspection,Zachary Carter,2020-02-13,2019-08-22
04092018156,98,Inspection,Nicole Bailey,2020-08-05,2019-08-22
04092017794,97.5,Inspection,Andrea Anover,2018-03-09,2018-01-31
04092017794,98.5,Inspection,Christy Klaus,2019-05-23,2018-01-31
04092017794,99,Inspection,Greta Welch,2020-04-13,2018-01-31
04092018039,97.5,Inspection,Zachary Carter,2019-12-23,2019-01-23
04092018039,97,Inspection,Zachary Carter,2020-03-02,2019-01-23
04092018039,98,Inspection,Zachary Carter,2020-08-25,2019-01-23
04092017793,100,Inspection,Jordan Jernigan,2018-03-26,2018-01-29
04092017793,98,Inspection,Jordan Jernigan,2018-07-26,2018-01-29
04092017793,97,Inspection,Nicole Bailey,2019-07-26,2018-01-29
04092017793,97,Inspection,Nicole Bailey,2020-02-20,2018-01-29
04092017793,98,Inspection,Nicole Bailey,2020-08-12,2018-01-29
04092017792,97,Inspection,Lauren Harden,2018-04-19,2018-02-19
04092017792,95,Inspection,Lauren Harden,2018-11-21,2018-02-19
04092017792,95,Inspection,Lauren Harden,2019-05-02,2018-02-19
04092017792,98.5,Inspection,Melodee Johnson,2020-01-23,2018-02-19
04092017792,98,Inspection,Patricia Sabby,2020-09-09,2018-02-19
04092018035,98.5,Inspection,Jennifer Brown,2019-04-04,2019-01-25
04092018035,98,Inspection,Patricia Sabby,2019-07-09,2019-01-25
04092018035,98,Inspection,Joanne Rutkofske,2019-10-09,2019-01-25
04092018035,97,Inspection,Joanne Rutkofske,2020-03-09,2019-01-25
04092018035,97.5,Inspection,Joanne Rutkofske,2020-07-07,2019-01-25
04092018035,97.5,Inspection,Joanne Rutkofske,2020-10-08,2019-01-25
04092017806,99.5,Inspection,Shakera Robbins,2018-04-30,2018-03-06
04092017806,98.5,Inspection,Patricia Sabby,2019-04-23,2018-03-06
04092017806,96,Inspection,Maria Powell,2019-10-14,2018-03-06
04092017806,96.5,Inspection,Maria Powell,2020-04-14,2018-03-06
04092017805,98,Inspection,Maria Powell,2018-04-09,2018-03-08
04092017805,97,Inspection,Maria Powell,2018-09-25,2018-03-08
04092017805,97.5,Inspection,Sarah Thompson,2019-05-08,2018-03-08
04092017805,96,Inspection,Joanne Rutkofske,2020-01-07,2018-03-08
04092017805,98.5,Inspection,Joanne Rutkofske,2020-07-23,2018-03-08
04092017553,97.5,Inspection,James Smith,2017-07-25,2017-03-15
04092017553,97,Inspection,Andrea Anover,2018-01-16,2017-03-15
04092017553,96,Inspection,Andrea Anover,2018-07-26,2017-03-15
04092017553,99.5,Inspection,Christy Klaus,2019-03-05,2017-03-15
04092017553,98.5,Inspection,Joshua Volkan,2019-09-30,2017-03-15
04092017553,98.5,Inspection,Loc Nguyen,2020-05-05,2017-03-15
04092017553,99.5,Inspection,Angela Myers,2020-09-08,2017-03-15
04092017804,94.5,Inspection,Kaitlyn Yow,2018-05-30,2018-03-06
04092017804,91,Inspection,Kaitlyn Yow,2018-10-01,2018-03-06
04092017804,87,Inspection,Kaitlyn Yow,2019-06-17,2018-03-06
04092017804,94.5,Re-Inspection,Kaitlyn Yow,2019-07-16,2018-03-06
04092017804,93.5,Inspection,Christy Klaus,2019-12-31,2018-03-06
04092017804,95.5,Inspection,Christy Klaus,2020-04-01,2018-03-06
04092017804,94,Inspection,Lauren Harden,2020-07-27,2018-03-06
04092018037,99,Inspection,Christy Klaus,2019-02-06,2019-01-24
04092018037,94,Inspection,Christy Klaus,2019-07-08,2019-01-24
04092018037,96,Inspection,Greta Welch,2020-02-24,2019-01-24
04092018037,96.5,Inspection,Loc Nguyen,2020-06-05,2019-01-24
04092018037,94,Inspection,Laura McNeill,2020-10-06,2019-01-24
04092017803,99,Inspection,Brittny Thomas,2018-03-28,2018-02-27
04092017803,97.5,Inspection,Brittny Thomas,2018-11-05,2018-02-27
04092017803,98.5,Inspection,Brittny Thomas,2019-03-15,2018-02-27
04092017803,98,Inspection,Brittny Thomas,2019-09-25,2018-02-27
04092017803,98.5,Inspection,Loc Nguyen,2020-06-26,2018-02-27
04092017803,99,Inspection,Joanne Rutkofske,2020-09-23,2018-02-27
04092017265,92,Inspection,Thomas Jumalon,2016-12-21,2016-09-27
04092017265,92.5,Inspection,Thomas Jumalon,2017-03-24,2016-09-27
04092017265,95,Inspection,Michael Robinson,2017-08-03,2016-09-27
04092017265,98,Inspection,Michael Robinson,2017-11-22,2016-09-27
04092017265,99,Inspection,Michael Robinson,2018-03-29,2016-09-27
04092017265,99,Inspection,Michael Robinson,2018-09-19,2016-09-27
04092017265,99,Inspection,Michael Robinson,2018-12-11,2016-09-27
04092017265,98.5,Inspection,Michael Robinson,2019-04-09,2016-09-27
04092017265,96.5,Inspection,Patricia Sabby,2019-09-17,2016-09-27
04092017265,97,Inspection,Patricia Sabby,2019-12-12,2016-09-27
04092017265,97,Inspection,Patricia Sabby,2020-05-07,2016-09-27
04092018024,93.5,Inspection,Marion Wearing,2019-03-04,2019-01-04
04092018024,95,Inspection,Marion Wearing,2019-06-24,2019-01-04
04092018024,90.5,Inspection,Lucy Schrum,2019-12-05,2019-01-04
04092018024,95,Inspection,Jason Dunn,2020-05-18,2019-01-04
04092018024,96,Inspection,Cristofer LeClair,2020-10-07,2019-01-04
04092018027,97.5,Inspection,Ginger Johnson,2019-05-09,2019-01-15
04092018027,96,Inspection,Ginger Johnson,2019-11-18,2019-01-15
04092018027,98.5,Inspection,Ginger Johnson,2020-09-23,2019-01-15
04092018402,98.5,Inspection,Karla Crowder,2020-08-07,2020-07-13
04092018193,100,Inspection,John Wulffert,2019-10-21,2019-10-04
04092018193,100,Inspection,John Wulffert,2020-07-29,2019-10-04
04092017679,98,Inspection,Angela Jacobs,2017-10-31,2017-09-18
04092017679,96,Inspection,Angela Jacobs,2018-02-27,2017-09-18
04092017679,95.5,Inspection,Angela Jacobs,2018-06-26,2017-09-18
04092017679,94.5,Inspection,Ginger Johnson,2018-09-19,2017-09-18
04092017679,95.5,Inspection,Ginger Johnson,2019-01-29,2017-09-18
04092017679,97.5,Inspection,Ginger Johnson,2019-06-05,2017-09-18
04092017679,96.5,Inspection,John Wulffert,2019-10-21,2017-09-18
04092017679,98,Inspection,John Wulffert,2020-04-02,2017-09-18
04092017679,97.5,Inspection,John Wulffert,2020-07-23,2017-09-18
04092018032,98.5,Inspection,Lucy Schrum,2019-02-21,2019-01-18
04092018032,97.5,Inspection,Lucy Schrum,2019-04-09,2019-01-18
04092018032,98.5,Inspection,Patricia Sabby,2019-08-27,2019-01-18
04092018032,98,Inspection,Patricia Sabby,2019-11-26,2019-01-18
04092018032,99,Inspection,Patricia Sabby,2020-03-11,2019-01-18
04092018032,99,Inspection,Patricia Sabby,2020-06-12,2019-01-18
04092018032,98.5,Inspection,Dipatrimarki Farkas,2020-09-21,2019-01-18
04092018370,94,Inspection,Lisa McCoy,2020-08-27,2020-05-21
04092018281,95.5,Inspection,Joanne Rutkofske,2020-09-15,2020-01-03
04092018417,99,Inspection,John Wulffert,2020-09-17,2020-08-12
04092017796,95,Inspection,Angela Jacobs,2018-06-19,2018-02-16
04092017796,96,Inspection,Ginger Johnson,2019-03-13,2018-02-16
04092017796,96,Inspection,John Wulffert,2019-11-12,2018-02-16
04092017796,98.5,Inspection,John Wulffert,2020-07-07,2018-02-16
04092016084,95.5,Inspection,Naterra McQueen,2012-10-15,2012-01-12
04092016084,96,Inspection,Christopher Walker,2014-02-12,2012-01-12
04092016084,84,Inspection,Naterra McQueen,2013-06-25,2012-01-12
04092016084,97,Re-Inspection,Naterra McQueen,2013-07-09,2012-01-12
04092016084,94,Inspection,Christopher Walker,2015-01-29,2012-01-12
04092016084,95,Inspection,Christopher Walker,2015-09-04,2012-01-12
04092016084,97,Inspection,Daryl Beasley,2016-09-27,2012-01-12
04092016084,96.5,Inspection,Daryl Beasley,2017-06-08,2012-01-12
04092016084,97,Inspection,Lauren Harden,2018-04-02,2012-01-12
04092016084,94.5,Inspection,Lauren Harden,2019-01-02,2012-01-12
04092016084,95.5,Inspection,Lauren Harden,2019-11-13,2012-01-12
04092016084,97.5,Inspection,Lauren Harden,2020-02-17,2012-01-12
04092016331,97.5,Inspection,Jason Dunn,2013-01-24,2012-12-21
04092016331,96,Inspection,Jennifer Edwards,2013-11-20,2012-12-21
04092016331,97,Inspection,Jennifer Edwards,2014-04-11,2012-12-21
04092016331,96,Inspection,Jennifer Edwards,2014-08-21,2012-12-21
04092016331,98,Inspection,Jennifer Edwards,2015-07-30,2012-12-21
04092016331,99,Inspection,Jennifer Edwards,2016-03-02,2012-12-21
04092016331,100,Inspection,Christy Klaus,2016-07-14,2012-12-21
04092016331,98.5,Inspection,Christy Klaus,2017-01-24,2012-12-21
04092016331,99,Inspection,Jason Dunn,2017-07-28,2012-12-21
04092016331,100,Inspection,Jason Dunn,2018-01-12,2012-12-21
04092016331,96,Inspection,Laura McNeill,2018-08-07,2012-12-21
04092016331,98.5,Inspection,Nicole Bailey,2019-07-11,2012-12-21
04092016331,99.5,Inspection,Zachary Carter,2020-03-06,2012-12-21
04092016331,97.5,Inspection,Zachary Carter,2020-09-02,2012-12-21
04092016087,96.5,Inspection,Andrea Anover,2013-01-16,2012-01-17
04092016087,95,Inspection,Karla Crowder,2013-07-23,2012-01-17
04092016087,97,Inspection,Karla Crowder,2014-07-09,2012-01-17
04092016087,96.5,Inspection,Karla Crowder,2014-02-03,2012-01-17
04092016087,98.5,Inspection,Karla Crowder,2015-02-06,2012-01-17
04092016087,96,Inspection,Karla Crowder,2015-07-24,2012-01-17
04092016087,94.5,Inspection,Karla Crowder,2016-02-09,2012-01-17
04092016087,96,Inspection,David Adcock,2016-08-09,2012-01-17
04092016087,95.5,Inspection,David Adcock,2016-12-21,2012-01-17
04092016087,95,Inspection,David Adcock,2017-03-30,2012-01-17
04092016087,97,Inspection,David Adcock,2017-07-19,2012-01-17
04092016087,95.5,Inspection,David Adcock,2017-11-15,2012-01-17
04092016087,96.5,Inspection,David Adcock,2018-01-30,2012-01-17
04092016087,97.5,Inspection,David Adcock,2018-05-18,2012-01-17
04092016087,97.5,Inspection,John Wulffert,2018-09-11,2012-01-17
04092016087,97.5,Inspection,John Wulffert,2018-12-19,2012-01-17
04092016087,97,Inspection,John Wulffert,2019-04-02,2012-01-17
04092016087,97,Inspection,Ginger Johnson,2019-08-30,2012-01-17
04092016087,96,Inspection,Ginger Johnson,2020-01-03,2012-01-17
04092016087,96,Inspection,Ginger Johnson,2020-05-12,2012-01-17
04092017308,97,Inspection,James Smith,2016-12-08,2016-09-02
04092017308,91,Inspection,Thomas Jumalon,2017-07-13,2016-09-02
04092017308,94.5,Inspection,Angela Jacobs,2018-04-18,2016-09-02
04092017308,93.5,Inspection,Ginger Johnson,2018-11-15,2016-09-02
04092017308,95.5,Inspection,Ginger Johnson,2019-08-06,2016-09-02
04092017308,98,Inspection,Ginger Johnson,2020-01-03,2016-09-02
04092017308,97.5,Inspection,John Wulffert,2020-09-23,2016-09-02
04092017666,99,Inspection,Anne-Kathrin Bartoli,2017-08-23,2017-06-30
04092017666,97,Inspection,Melodee Johnson,2018-05-10,2017-06-30
04092017666,93.5,Inspection,Laura McNeill,2018-10-30,2017-06-30
04092017666,96,Inspection,Laura McNeill,2019-04-22,2017-06-30
04092017666,98,Inspection,Laura McNeill,2019-10-29,2017-06-30
04092017666,96.5,Inspection,Laura McNeill,2020-04-08,2017-06-30
04092017666,95.5,Inspection,Christy Klaus,2020-08-05,2017-06-30
04092017665,100,Inspection,Meghan Scott,2017-09-13,2017-08-11
04092017665,98.5,Inspection,Meghan Scott,2017-12-20,2017-08-11
04092017665,99,Inspection,Meghan Scott,2018-03-19,2017-08-11
04092017665,98.5,Inspection,Meghan Scott,2018-06-13,2017-08-11
04092017665,98.5,Inspection,Meghan Scott,2018-10-25,2017-08-11
04092017665,98,Inspection,Meghan Scott,2019-02-06,2017-08-11
04092017665,98.5,Inspection,Meghan Scott,2019-04-30,2017-08-11
04092017665,98.5,Inspection,Meghan Scott,2019-08-20,2017-08-11
04092017665,99,Inspection,Meghan Scott,2020-01-13,2017-08-11
04092017665,95.5,Inspection,Christy Klaus,2020-06-23,2017-08-11
04092016332,98.5,Inspection,Chris Askew,2013-01-29,2012-12-27
04092016332,95.5,Inspection,Lucy Schrum,2013-09-23,2012-12-27
04092016332,96.5,Inspection,Lucy Schrum,2014-02-28,2012-12-27
04092016332,92.5,Inspection,Lucy Schrum,2014-07-15,2012-12-27
04092016332,95,Inspection,Lucy Schrum,2015-01-14,2012-12-27
04092016332,92,Inspection,Lucy Schrum,2015-06-03,2012-12-27
04092016332,93.5,Inspection,Lucy Schrum,2015-10-13,2012-12-27
04092016332,93.5,Inspection,Lucy Schrum,2016-03-08,2012-12-27
04092016332,90,Inspection,Lucy Schrum,2016-06-20,2012-12-27
04092016332,91.5,Inspection,Andrea Anover,2016-12-05,2012-12-27
04092016332,91.5,Inspection,Joshua Volkan,2017-08-08,2012-12-27
04092016332,96.5,Inspection,Joshua Volkan,2017-12-20,2012-12-27
04092016332,97,Inspection,Joshua Volkan,2018-04-23,2012-12-27
04092016332,96,Inspection,Joshua Volkan,2018-08-21,2012-12-27
04092016332,98,Inspection,Joshua Volkan,2018-12-18,2012-12-27
